Course_ID,Course_Name,Department,Module,Lesson_Title,Content_Word_Count,Sentence_Count,Readability_Score,Grammar_Score,Learning_Objective_Match,Student_Rating,Completion_Rate,Feedback_Count,Reading_Time_Minutes,Publish_Date,Author,Difficulty_Level,Overall_Quality,Quality_Index,Performance,Completion_Status,Grammar_Category,Readability_Category
C1987,Web Development,AI&DS,Advanced,Lesson 24,2882,136.0,37.6,66.3,67.5,2.8,82.7,1237,52,2024-01-01,Unknown,,Excellent,59.315,Poor,In Progress,Average,Hard
C1988,DBMS,IT,Basics,Lesson 22,3908,154.0,70.8,84.4,95.2,3.3,89.8,147,88,2023-02-03,Prof.Priya,Hard,Poor,76.56,Average,In Progress,Good,Medium
C1989,DBMS,AI&DS,Basics,Lesson 14,3411,254.0,50.2,44.4,58.8,4.4,53.8,831,60,2024-01-01,Prof.Priya,Medium,Excellent,60.809999999999995,Good,Needs Attention,Average,Hard
C1990,DBMS,ECE,Intermediate,Lesson 20,3411,80.0,58.8,50.2,56.6,2.6,81.7,720,84,2024-01-01,Unknown,Easy,Poor,59.19,Poor,In Progress,Average,Hard
C1991,Data Structures,CSE,Project,Lesson 3,593,64.0,91.0,0.0,92.0,4.9,95.2,447,70,2024-01-01,Dr. Kumar,hard,good,71.19,Excellent,Completed,Average,Easy
C1992,,AI&DS,Intermediate,Lesson 10,3615,191.0,100.0,80.5,88.3,4.6,46.7,1418,71,2024-05-02,Dr. Kumar,,Good,82.065,Excellent,Needs Attention,Good,Easy
C1993,Python Programming,AI&DS,Basics,Lesson 10,3053,118.0,0.0,97.0,81.8,3.8,58.8,745,62,2024-01-01,Unknown,,Poor,58.809999999999995,Average,Needs Attention,Excellent,Hard
C1994,Java Programming,AI&DS,Introduction,Lesson 18,3202,93.0,48.2,48.2,81.2,4.7,33.8,653,17,2024-05-06,Dr Ravi,hard,Good,59.059999999999995,Excellent,Needs Attention,Average,Hard
C1995,Python Programming,AI&DS,Basics,Lesson 2,4285,211.0,97.4,42.5,74.7,2.9,41.9,1325,91,2024-10-06,Unknown,Hard,good,60.755,Poor,Needs Attention,Average,Easy
C1996,AI Fundamentals,ECE,Basics,Lesson 22,1262,61.0,91.6,80.9,100.0,2.4,55.7,628,18,2024-11-30,Dr Ravi,Medium,Excellent,68.66499999999999,Poor,Needs Attention,Good,Easy
C1997,Java Programming,AI&DS,Basics,Lesson 14,3748,55.0,77.3,100.0,60.9,2.9,45.4,115,12,2024-01-01,Dr. Kumar,,Good,70.80499999999999,Poor,Needs Attention,Excellent,Medium
C1998,DBMS,CSE,Basics,Lesson 7,5926,140.0,38.9,92.1,100.0,4.8,77.2,128,26,2024-01-01,Unknown,Hard,Good,76.99,Excellent,In Progress,Excellent,Hard
C1999,Python Programming,ECE,Basics,Lesson 13,1738,235.0,48.1,88.1,71.6,1.0,43.0,995,95,2024-01-01,Prof.Priya,,Good,48.65,Poor,Needs Attention,Good,Hard
C2000,Java Programming,AI&DS,Introduction,Lesson 16,4487,77.0,67.5,40.6,75.7,3.8,56.2,315,63,2023-11-17,Unknown,Easy,Good,61.065000000000005,Average,Needs Attention,Average,Medium
C2001,Python Programming,IT,Advanced,Lesson 14,2779,86.0,74.5,91.5,79.8,3.5,87.8,1467,33,2023-09-25,Dr. Kumar,hard,Excellent,80.06,Average,In Progress,Excellent,Medium
C2002,Web Development,AI&DS,Basics,Lesson 2,764,260.0,49.7,54.7,72.8,4.8,97.2,1395,88,2024-01-01,Dr Ravi,Hard,good,74.33999999999999,Excellent,Completed,Average,Hard
C2003,Java Programming,AI&DS,Basics,Lesson 12,1731,176.0,94.1,78.8,88.6,4.3,81.2,919,46,2023-07-02,Unknown,,good,85.26500000000001,Good,In Progress,Good,Easy
C2004,DBMS,AI&DS,Project,Lesson 13,100,92.0,99.2,52.8,72.6,0.4,51.6,1376,38,2024-01-01,Prof. Meena,Hard,Good,50.72,Poor,Needs Attention,Average,Easy
C2005,AI Fundamentals,AI&DS,Basics,Lesson 14,4442,150.0,56.4,100.0,36.2,4.5,53.2,1286,82,2024-04-15,Prof.Priya,Hard,Good,76.74,Excellent,Needs Attention,Excellent,Hard
C2006,Data Structures,IT,Intermediate,Lesson 21,100,146.0,51.5,62.7,40.8,0.7,95.9,0,28,2023-06-12,Prof. Meena,Easy,Good,51.93000000000001,Poor,Completed,Average,Hard
C2008,Web Development,CSE,Basics,Lesson 24,3017,108.0,80.9,66.4,39.4,0.0,59.1,1075,26,2024-01-01,Unknown,Medium,Excellent,48.645,Poor,Needs Attention,Average,Easy
C2009,Python Programming,AI&DS,Basics,Lesson 5,1541,82.0,61.5,60.0,65.7,2.4,32.6,977,59,2024-03-31,Dr. Kumar,Medium,Average,51.295,Poor,Needs Attention,Average,Medium
C2010,AI Fundamentals,AI&DS,Introduction,Lesson 11,1040,125.0,68.6,71.0,63.4,2.7,42.2,1234,76,2023-01-04,Unknown,,Good,59.540000000000006,Poor,Needs Attention,Average,Medium
C2011,DBMS,AI&DS,Project,Lesson 2,1891,183.0,73.6,73.0,94.1,5.0,37.0,248,56,2024-01-01,Prof.Priya,Hard,Poor,74.05000000000001,Excellent,Needs Attention,Average,Medium
C2012,Web Development,ECE,Intermediate,,2885,182.0,38.4,97.2,82.1,3.4,43.3,32,43,2024-09-02,Unknown,hard,Excellent,62.96000000000001,Average,Needs Attention,Excellent,Hard
C2013,Machine Learning,CSE,Advanced,Lesson 11,3856,122.0,58.5,65.0,68.3,1.8,66.8,553,33,2024-01-01,Unknown,hard,Good,55.035,Poor,In Progress,Average,Hard
C2014,Data Structures,AI&DS,Intermediate,Lesson 1,1799,125.0,100.0,94.2,78.9,4.8,50.9,568,86,2024-01-01,Unknown,Hard,Good,87.53,Excellent,Needs Attention,Excellent,Easy
C2015,,ECE,Basics,Lesson 24,1369,29.0,73.4,100.0,68.2,5.0,81.0,1062,59,2024-01-21,Unknown,Easy,good,89.55,Excellent,In Progress,Excellent,Medium
C2016,DBMS,AI&DS,Basics,Lesson 4,4976,56.0,61.1,41.4,77.7,1.2,89.4,577,30,2023-03-30,Prof. Meena,,Poor,50.705,Poor,In Progress,Average,Medium
C2017,Machine Learning,AI&DS,Basics,Lesson 2,3127,149.0,71.2,88.1,83.1,4.5,30.1,548,43,2024-01-02,Prof. Meena,hard,Poor,72.845,Excellent,Needs Attention,Good,Medium
C2018,Web Development,ECE,Project,Lesson 15,4385,22.0,100.0,65.0,45.4,5.0,53.2,1486,15,2024-01-05,Dr Ravi,hard,good,81.89,Excellent,Needs Attention,Average,Easy
C2019,Web Development,IT,Basics,,2015,5.0,59.1,57.6,90.6,3.7,37.1,131,14,2024-01-01,Dr Ravi,Hard,Good,58.795,Average,Needs Attention,Average,Hard
C2020,Web Development,IT,Project,Lesson 14,3119,59.0,66.9,53.6,52.8,1.7,61.5,465,15,2024-01-01,Prof.Priya,Easy,Good,52.625,Poor,In Progress,Average,Medium
C2021,Data Structures,IT,Project,,2019,101.0,71.2,92.8,67.6,0.2,53.2,789,42,2024-01-01,Prof.Priya,Hard,Average,52.84,Poor,Needs Attention,Excellent,Medium
C2022,DBMS,AI&DS,Introduction,Lesson 9,1570,151.0,69.9,54.8,97.7,2.5,54.6,1493,9,2024-01-01,Prof. Meena,Medium,Good,57.095,Poor,Needs Attention,Average,Medium
C2023,Java Programming,AI&DS,Introduction,Lesson 17,1217,93.0,87.1,100.0,53.6,1.1,35.8,318,35,2024-01-01,Unknown,hard,Good,60.535,Poor,Needs Attention,Excellent,Easy
C2024,DBMS,AI&DS,Basics,Lesson 19,2557,79.0,49.7,86.3,39.1,2.2,47.3,707,43,2023-02-28,Prof.Priya,Medium,Average,56.660000000000004,Poor,Needs Attention,Good,Hard
C2025,,IT,Basics,Lesson 16,1118,30.0,86.7,94.2,50.9,3.4,82.1,1407,67,2024-01-01,Dr. Kumar,Hard,Good,82.045,Average,In Progress,Excellent,Easy
C2026,Web Development,ECE,Basics,Lesson 5,882,112.0,76.7,73.8,98.9,2.2,97.1,631,62,2024-01-01,Dr Ravi,hard,Good,70.245,Poor,Completed,Average,Medium
C2027,DBMS,AI&DS,Basics,Lesson 1,2364,224.0,55.0,74.7,98.2,5.0,93.9,145,77,2024-12-14,Dr. Kumar,Easy,Good,81.205,Excellent,Completed,Average,Hard
C2028,Web Development,IT,Introduction,Lesson 4,2201,247.0,62.8,81.6,97.6,3.1,81.5,21,1,2024-01-01,Dr Ravi,Medium,Poor,71.0,Average,In Progress,Good,Medium
C2029,Machine Learning,ECE,Advanced,Lesson 25,4374,48.0,84.6,90.2,39.8,2.1,38.9,207,69,2023-06-02,Dr. Kumar,Hard,good,64.08,Poor,Needs Attention,Excellent,Easy
C2030,Python Programming,ECE,Introduction,Lesson 24,3202,137.0,46.8,73.5,86.8,3.1,97.3,1121,62,2024-08-10,Prof.Priya,Medium,Average,68.13499999999999,Average,Completed,Average,Hard
C2031,Java Programming,ECE,Basics,Lesson 1,747,76.0,79.2,56.4,67.5,4.1,90.7,314,22,2024-12-28,Unknown,,Good,76.64,Good,Completed,Average,Medium
C2032,Java Programming,AI&DS,Intermediate,Lesson 15,3583,74.0,0.0,78.8,52.0,4.5,0.0,1321,90,2025-04-11,Dr. Kumar,Easy,Good,46.7,Excellent,Needs Attention,Good,Hard
C2033,Machine Learning,AI&DS,Introduction,,1935,,77.3,72.5,86.4,2.0,47.3,757,19,2025-04-30,Prof. Meena,Easy,good,58.910000000000004,Poor,Needs Attention,Average,Medium
C2034,Web Development,AI&DS,Basics,Lesson 13,2488,152.0,36.3,51.4,100.0,4.2,63.1,1234,61,2023-07-06,Prof. Meena,Easy,Good,59.745000000000005,Good,In Progress,Average,Hard
C2035,Data Structures,ECE,Project,Lesson 21,1247,197.0,89.0,40.5,94.2,4.1,91.8,547,74,2024-01-01,Dr. Kumar,Hard,Good,75.335,Good,Completed,Average,Easy
C2036,Web Development,ECE,Introduction,,2296,31.0,85.2,59.1,78.8,2.4,56.1,450,42,2025-03-27,Prof.Priya,Hard,Good,61.69499999999999,Poor,Needs Attention,Average,Easy
C2037,,AI&DS,Intermediate,Lesson 9,3359,,57.9,85.0,36.7,0.7,93.2,979,114,2024-01-01,Prof. Meena,Medium,Good,58.565,Poor,Completed,Good,Hard
C2038,Data Structures,AI&DS,Basics,Lesson 22,4895,18.0,92.2,53.0,100.0,1.9,95.8,367,22,2023-03-20,Unknown,Easy,Average,66.86,Poor,Completed,Average,Easy
C2039,Python Programming,ECE,Basics,Lesson 6,4630,55.0,0.0,98.4,74.0,5.0,0.0,46,78,2024-10-09,Dr Ravi,,Poor,54.6,Excellent,Needs Attention,Excellent,Hard
C2040,AI Fundamentals,ECE,Basics,Lesson 12,3620,246.0,63.5,75.5,51.4,1.3,68.6,0,106,2024-01-01,Dr Ravi,Hard,Good,56.269999999999996,Poor,In Progress,Good,Medium
C2041,DBMS,IT,Basics,Lesson 22,2156,159.0,70.6,92.8,84.1,2.1,94.5,246,38,2024-01-01,Dr. Kumar,Medium,Excellent,72.35,Poor,Completed,Excellent,Medium
C2042,Web Development,AI&DS,Basics,Lesson 1,2350,102.0,36.9,82.4,52.8,1.4,49.1,1065,16,2023-05-17,Prof. Meena,,Average,48.045,Poor,Needs Attention,Good,Hard
C2043,Machine Learning,AI&DS,Project,Lesson 5,100,118.0,58.7,63.2,86.1,4.9,41.0,0,28,2023-01-13,Unknown,Easy,good,68.075,Excellent,Needs Attention,Average,Hard
C2044,DBMS,AI&DS,Advanced,Lesson 7,3623,202.0,100.0,83.9,73.2,4.7,67.8,886,6,2024-01-01,Prof.Priya,Hard,good,87.735,Excellent,In Progress,Good,Easy
C2045,Java Programming,AI&DS,Introduction,Lesson 16,5108,115.0,81.4,0.0,53.7,2.0,41.1,86,41,2024-01-01,Dr. Kumar,,Average,40.57,Poor,Needs Attention,Average,Easy
C2046,Data Structures,AI&DS,Intermediate,Lesson 17,4001,166.0,90.3,95.4,100.0,4.0,61.5,1239,29,2023-08-05,Dr Ravi,,good,82.725,Good,In Progress,Excellent,Easy
C2047,Machine Learning,AI&DS,Intermediate,Lesson 7,4912,117.0,81.8,100.0,83.8,1.3,69.9,725,58,2023-03-13,Dr Ravi,,Excellent,67.23,Poor,In Progress,Excellent,Easy
C2048,Data Structures,IT,Basics,Lesson 19,1351,295.0,95.1,68.5,68.8,4.4,52.8,1491,79,2024-01-01,Unknown,hard,Excellent,77.86,Good,Needs Attention,Average,Easy
C2049,Python Programming,AI&DS,Basics,Lesson 12,3930,224.0,43.8,42.7,96.9,1.0,34.1,1132,54,2024-01-01,Unknown,hard,Poor,34.445,Poor,Needs Attention,Average,Hard
C2050,DBMS,CSE,Project,Lesson 3,3026,201.0,93.5,83.3,63.0,0.6,30.4,1442,7,2025-06-10,Prof.Priya,Medium,Good,53.879999999999995,Poor,Needs Attention,Good,Easy
C2051,AI Fundamentals,ECE,Project,Lesson 19,2853,106.0,37.6,51.6,49.2,0.4,31.8,1301,37,2024-01-01,Dr. Kumar,Hard,good,31.060000000000002,Poor,Needs Attention,Average,Hard
C2052,DBMS,CSE,Basics,Lesson 18,3734,272.0,78.4,93.0,40.1,5.0,30.5,1024,19,2024-05-30,Unknown,,Poor,78.94999999999999,Excellent,Needs Attention,Excellent,Medium
C2053,Java Programming,AI&DS,Basics,Lesson 5,3357,190.0,80.0,56.5,52.4,3.7,33.2,46,19,2023-05-04,Prof.Priya,,good,62.965,Average,Needs Attention,Average,Easy
C2054,DBMS,CSE,Project,Lesson 16,3650,274.0,55.9,75.3,52.2,4.2,49.5,398,62,2024-01-01,Prof. Meena,,good,67.9,Good,Needs Attention,Good,Hard
C2055,Python Programming,AI&DS,Project,Lesson 20,2592,156.0,79.5,61.7,46.8,1.5,84.6,1032,90,2024-04-22,Dr. Kumar,Medium,good,61.22,Poor,In Progress,Average,Medium
C2056,Web Development,AI&DS,Basics,Lesson 22,664,8.0,53.7,0.0,49.1,1.3,75.9,1422,69,2024-01-01,Unknown,Easy,Average,36.405,Poor,In Progress,Average,Hard
C2057,AI Fundamentals,IT,Project,Lesson 23,1814,29.0,78.4,93.0,55.2,3.7,37.9,1234,8,2025-02-23,Dr Ravi,Easy,Good,72.63000000000001,Average,Needs Attention,Excellent,Medium
C2058,Java Programming,IT,Basics,Lesson 2,553,203.0,46.7,57.1,100.0,2.6,84.3,435,63,2024-01-01,Prof. Meena,,Good,58.41,Poor,In Progress,Average,Hard
C2059,Java Programming,AI&DS,Intermediate,Lesson 12,1742,99.0,69.3,68.0,76.3,0.5,97.4,1048,21,2024-01-01,Prof.Priya,Hard,Good,56.80500000000001,Poor,Completed,Average,Medium
C2060,Data Structures,AI&DS,Basics,Lesson 16,100,166.0,76.7,99.8,52.1,5.0,86.7,177,31,2025-01-05,Unknown,,Poor,91.465,Excellent,In Progress,Excellent,Medium
C2061,Web Development,AI&DS,Project,Lesson 3,2752,125.0,65.9,94.0,36.9,3.6,40.7,478,87,2024-01-01,Unknown,Medium,Good,69.715,Average,Needs Attention,Excellent,Medium
C2062,DBMS,ECE,Introduction,Lesson 25,2911,295.0,83.6,100.0,94.3,3.9,61.7,0,79,2024-10-09,Dr Ravi,Easy,Good,81.64,Average,In Progress,Excellent,Easy
C2063,DBMS,AI&DS,Advanced,,3414,281.0,100.0,63.7,76.3,4.5,98.4,193,28,2023-11-21,Unknown,Easy,Average,87.605,Excellent,Completed,Average,Easy
C2064,Data Structures,AI&DS,Intermediate,Lesson 5,3653,126.0,99.6,56.2,98.5,3.7,85.2,0,65,2024-01-01,Prof.Priya,Easy,Excellent,78.19,Average,In Progress,Average,Easy
C2065,Java Programming,AI&DS,Introduction,Lesson 17,2875,281.0,74.4,87.1,100.0,2.2,87.6,325,32,2025-02-25,Dr. Kumar,Medium,Good,71.095,Poor,In Progress,Good,Medium
C2066,Java Programming,ECE,Intermediate,Lesson 19,4742,276.0,58.1,55.3,97.5,4.6,82.4,1110,81,2024-01-01,Prof.Priya,Easy,Poor,72.42999999999999,Excellent,In Progress,Average,Hard
C2067,Web Development,AI&DS,Basics,Lesson 15,3012,110.0,35.3,88.6,39.2,1.5,33.5,1223,87,2024-01-01,Prof.Priya,,Good,46.675,Poor,Needs Attention,Good,Hard
C2068,Data Structures,AI&DS,Basics,Lesson 8,1940,106.0,74.6,52.5,68.2,3.8,62.6,951,33,2024-01-01,Prof. Meena,Easy,Good,67.095,Average,In Progress,Average,Medium
C2069,Java Programming,IT,Basics,Lesson 4,4482,86.0,79.4,73.4,87.2,4.7,94.6,1291,89,2024-01-01,Prof. Meena,Hard,Good,85.32000000000001,Excellent,Completed,Average,Medium
C2070,Java Programming,CSE,Basics,Lesson 4,3282,236.0,94.1,96.0,63.9,0.4,58.8,1054,89,2024-01-01,Dr. Kumar,Medium,Good,61.684999999999995,Poor,Needs Attention,Excellent,Easy
C2071,AI Fundamentals,IT,Intermediate,Lesson 1,100,196.0,97.5,71.6,47.0,4.9,46.3,1302,63,2024-06-08,Dr. Kumar,Medium,good,80.935,Excellent,Needs Attention,Average,Easy
C2072,DBMS,AI&DS,Advanced,Lesson 1,3198,166.0,59.6,71.7,40.9,4.3,67.1,509,61,2025-04-25,Unknown,hard,Good,72.045,Good,In Progress,Average,Hard
C2073,Web Development,CSE,Basics,Lesson 24,1009,64.0,71.8,57.2,84.9,4.1,40.0,309,5,2024-01-01,Unknown,Medium,Average,64.85,Good,Needs Attention,Average,Medium
C2074,Web Development,AI&DS,Project,Lesson 9,1214,267.0,95.1,40.7,100.0,4.3,64.8,522,1,2024-01-15,Dr Ravi,,Good,72.71000000000001,Good,In Progress,Average,Easy
C2075,Python Programming,IT,Basics,Lesson 14,2357,275.0,53.2,62.8,98.8,4.7,99.0,1271,10,2024-01-01,Dr Ravi,Easy,Good,77.0,Excellent,Completed,Average,Hard
C2076,Python Programming,AI&DS,Advanced,Lesson 19,1716,31.0,45.4,51.7,100.0,4.2,72.5,939,58,2025-05-09,Dr Ravi,Easy,Good,63.975,Good,In Progress,Average,Hard
C2077,AI Fundamentals,CSE,Project,Lesson 11,4678,265.0,42.7,63.5,67.5,0.8,75.7,461,10,2024-01-01,Dr. Kumar,Easy,Average,46.49,Poor,In Progress,Average,Hard
C2078,AI Fundamentals,IT,Basics,Lesson 13,1752,177.0,40.1,83.6,86.2,4.0,56.1,206,9,2025-06-08,Prof.Priya,,Good,66.145,Good,Needs Attention,Good,Hard
C2079,Web Development,IT,Advanced,Lesson 1,1294,87.0,86.4,59.7,88.6,0.1,62.3,517,1,2023-02-08,Dr Ravi,,good,49.585,Poor,In Progress,Average,Easy
C2080,Machine Learning,ECE,Advanced,Lesson 1,502,23.0,73.0,95.2,43.7,3.6,61.6,990,25,2024-09-09,Dr. Kumar,Easy,Excellent,75.97,Average,In Progress,Excellent,Medium
C2081,Python Programming,IT,Basics,Lesson 23,1133,203.0,78.7,79.0,82.5,3.1,100.0,647,79,2024-07-18,Dr Ravi,hard,Good,78.02499999999999,Average,Completed,Good,Medium
C2083,Data Structures,IT,Basics,Lesson 25,4246,36.0,36.9,82.7,99.0,3.0,75.2,1467,31,2023-09-05,Prof.Priya,hard,Poor,62.94,Average,In Progress,Good,Hard
C2084,Web Development,AI&DS,Introduction,Lesson 11,2078,,92.8,100.0,76.8,2.6,0.0,1238,73,2024-01-01,Dr Ravi,Medium,Average,63.8,Poor,Needs Attention,Excellent,Easy
C2085,AI Fundamentals,AI&DS,Intermediate,Lesson 22,2691,125.0,64.7,65.0,51.4,3.0,50.8,892,44,2024-01-01,Unknown,,good,60.584999999999994,Average,Needs Attention,Average,Medium
C2086,Machine Learning,CSE,Basics,Lesson 15,4744,252.0,43.3,45.5,95.8,3.3,0.0,61,63,2024-02-13,Prof. Meena,,Good,42.0,Average,Needs Attention,Average,Hard
C2087,Python Programming,ECE,Introduction,Lesson 16,512,253.0,52.5,71.1,85.0,1.4,67.3,195,26,2024-01-01,Prof.Priya,Medium,Good,52.76,Poor,In Progress,Average,Hard
C2088,DBMS,ECE,Introduction,Lesson 23,3167,46.0,96.0,94.0,86.8,3.1,45.4,58,65,2024-07-23,Unknown,Hard,Poor,75.17999999999999,Average,Needs Attention,Excellent,Easy
C2090,AI Fundamentals,AI&DS,Basics,Lesson 19,4932,22.0,49.5,79.9,68.0,3.5,60.0,1150,11,2024-11-07,Dr. Kumar,hard,Average,65.35,Average,In Progress,Good,Hard
C2091,DBMS,AI&DS,Intermediate,Lesson 17,2386,158.0,37.3,68.2,35.3,2.2,99.3,1048,35,2024-05-30,Prof. Meena,Medium,Excellent,59.435,Poor,Completed,Average,Hard
C2092,Machine Learning,AI&DS,Introduction,Lesson 4,5747,84.0,0.0,91.9,81.5,1.6,95.5,416,10,2025-04-05,Dr Ravi,hard,good,51.675000000000004,Poor,Completed,Excellent,Hard
C2093,AI Fundamentals,AI&DS,Basics,Lesson 2,3259,173.0,59.5,85.3,70.0,4.8,78.6,957,82,2024-01-01,Prof.Priya,Easy,Average,80.72,Excellent,In Progress,Good,Hard
C2094,Java Programming,AI&DS,Advanced,Lesson 2,934,90.0,72.3,69.4,35.3,1.4,47.2,537,63,2024-01-01,Prof.Priya,Easy,Average,53.265,Poor,Needs Attention,Average,Medium
C2095,Java Programming,AI&DS,Project,Lesson 5,4162,286.0,89.8,100.0,73.3,0.1,53.8,875,31,2025-04-04,Dr. Kumar,Medium,good,58.809999999999995,Poor,Needs Attention,Excellent,Easy
C2096,Python Programming,AI&DS,Basics,Lesson 1,4746,223.0,90.1,100.0,0.0,1.8,40.2,839,1,2023-06-06,Prof.Priya,hard,Good,66.365,Poor,Needs Attention,Excellent,Easy
C2097,Python Programming,CSE,Basics,Lesson 12,3522,167.0,86.8,60.1,77.7,4.4,93.8,793,87,2024-12-09,Dr Ravi,,Good,81.885,Good,Completed,Average,Easy
C2098,Machine Learning,AI&DS,Basics,,2310,230.0,99.6,83.1,58.1,0.7,98.5,1012,26,2024-01-01,Dr Ravi,Medium,Average,69.575,Poor,Completed,Good,Easy
C2099,Java Programming,AI&DS,Basics,Lesson 21,3725,152.0,92.6,84.1,53.3,2.3,63.6,1407,26,2024-03-30,Unknown,hard,Good,70.695,Poor,In Progress,Good,Easy
C2100,AI Fundamentals,ECE,Advanced,Lesson 8,1919,94.0,35.3,70.5,86.3,1.9,53.8,323,74,2024-01-01,Prof. Meena,hard,Average,48.60999999999999,Poor,Needs Attention,Average,Hard
C2101,Web Development,AI&DS,Advanced,Lesson 9,2253,140.0,69.8,62.2,80.2,2.5,80.6,608,19,2025-06-12,Unknown,Medium,Good,64.12,Poor,In Progress,Average,Medium
C2102,Machine Learning,AI&DS,Advanced,Lesson 23,1909,207.0,0.0,100.0,80.3,5.0,60.8,1243,70,2024-01-01,Prof.Priya,,Good,67.16,Excellent,In Progress,Excellent,Hard
C2103,Web Development,AI&DS,Introduction,Lesson 24,2784,30.0,97.8,55.8,56.7,0.6,100.0,720,53,2024-01-01,Prof.Priya,hard,Good,62.0,Poor,Completed,Average,Easy
C2104,Python Programming,AI&DS,Basics,Lesson 20,4473,203.0,79.9,78.1,89.7,4.5,93.5,1373,65,2024-01-01,Prof.Priya,hard,Good,85.2,Excellent,Completed,Good,Medium
C2105,,AI&DS,Project,,676,58.0,90.3,48.5,67.3,0.4,89.5,669,26,2024-01-01,Unknown,hard,Good,55.0,Poor,In Progress,Average,Easy
C2106,Data Structures,AI&DS,Project,Lesson 7,916,30.0,59.4,82.8,39.0,2.6,68.0,618,32,2024-01-01,Dr Ravi,Medium,Good,64.75,Poor,In Progress,Good,Hard
C2108,AI Fundamentals,AI&DS,Basics,Lesson 24,1042,169.0,96.1,81.9,96.8,1.5,70.0,437,23,2023-06-19,Dr. Kumar,Easy,good,67.5,Poor,In Progress,Good,Easy
C2109,Machine Learning,AI&DS,Basics,Lesson 17,100,24.0,58.4,66.6,78.8,4.5,48.8,834,12,2023-03-26,Prof. Meena,Easy,good,68.01,Excellent,Needs Attention,Average,Hard
C2110,Java Programming,CSE,Basics,Lesson 8,2300,123.0,73.7,100.0,61.0,1.9,56.6,434,61,2025-01-06,Prof.Priya,hard,Excellent,66.14500000000001,Poor,Needs Attention,Excellent,Medium
C2111,DBMS,AI&DS,Intermediate,Lesson 20,4904,64.0,40.3,83.9,93.1,1.3,45.0,1316,84,2024-09-05,Dr Ravi,Hard,good,47.85,Poor,Needs Attention,Good,Hard
C2112,AI Fundamentals,CSE,Introduction,Lesson 1,3589,91.0,100.0,0.0,49.7,0.2,37.5,530,44,2025-06-12,Prof.Priya,,Good,33.7,Poor,Needs Attention,Average,Easy
C2113,Java Programming,AI&DS,Basics,Lesson 1,2004,96.0,61.5,100.0,62.7,1.6,52.3,1426,72,2025-01-18,Unknown,hard,Good,60.435,Poor,Needs Attention,Excellent,Medium
C2114,AI Fundamentals,AI&DS,Project,Lesson 8,4515,189.0,92.8,53.2,39.7,4.9,69.1,52,71,2024-02-10,Prof.Priya,Easy,Poor,79.72,Excellent,In Progress,Average,Easy
C2115,AI Fundamentals,ECE,Intermediate,Lesson 18,4407,287.0,76.6,76.4,96.7,4.4,36.6,1265,16,2025-05-16,Dr Ravi,Easy,Average,71.97,Good,Needs Attention,Good,Medium
C2117,Java Programming,AI&DS,Advanced,Lesson 23,1628,124.0,100.0,92.7,41.7,0.8,57.3,1246,34,2024-01-01,Unknown,,Excellent,64.435,Poor,Needs Attention,Excellent,Easy
C2118,DBMS,AI&DS,Introduction,Lesson 5,513,27.0,91.2,88.2,100.0,3.8,32.5,1421,77,2024-01-01,Prof. Meena,hard,Good,74.15,Average,Needs Attention,Good,Easy
C2119,Web Development,AI&DS,Introduction,Lesson 24,788,106.0,100.0,84.4,89.2,1.5,41.6,568,74,2024-01-01,Unknown,Hard,good,63.42,Poor,Needs Attention,Good,Easy
C2121,Java Programming,AI&DS,Intermediate,Lesson 12,2383,199.0,88.0,72.7,100.0,2.3,57.9,601,70,2024-01-01,Dr Ravi,hard,Good,65.555,Poor,Needs Attention,Average,Easy
C2122,Python Programming,AI&DS,Introduction,,597,74.0,46.5,52.0,70.4,2.7,79.2,607,19,2024-01-01,Unknown,Easy,Good,56.665000000000006,Poor,In Progress,Average,Hard
C2123,Python Programming,AI&DS,Basics,Lesson 15,1004,135.0,47.6,59.7,96.8,3.8,62.8,46,41,2023-04-24,Prof. Meena,Hard,Average,62.185,Average,In Progress,Average,Hard
C2124,AI Fundamentals,ECE,Intermediate,Lesson 9,1184,78.0,68.5,43.2,63.4,0.3,97.5,1461,81,2024-01-01,Prof. Meena,Medium,Good,49.225,Poor,Completed,Average,Medium
C2125,AI Fundamentals,CSE,Basics,Lesson 3,4715,70.0,75.5,66.9,100.0,5.0,100.0,1247,70,2024-03-05,Dr Ravi,Medium,Excellent,85.6,Excellent,Completed,Average,Medium
C2126,Python Programming,IT,Introduction,Lesson 18,594,159.0,40.7,51.4,66.8,3.2,42.3,0,56,2024-01-01,Dr. Kumar,Hard,Average,50.684999999999995,Average,Needs Attention,Average,Hard
C2127,DBMS,CSE,Introduction,Lesson 5,3302,215.0,53.8,67.4,91.8,0.3,98.9,294,13,2025-03-26,Dr Ravi,hard,Good,51.88,Poor,Completed,Average,Hard
C2128,Web Development,AI&DS,Basics,Lesson 4,4565,144.0,98.3,86.6,90.4,3.4,50.2,1043,50,2023-02-10,Prof.Priya,Easy,Excellent,76.665,Average,Needs Attention,Good,Easy
C2129,DBMS,AI&DS,Project,Lesson 8,2589,87.0,36.8,0.0,81.2,3.1,79.2,800,1,2024-01-01,Dr. Kumar,Hard,Poor,43.64,Average,In Progress,Average,Hard
C2130,Java Programming,AI&DS,Project,Lesson 12,2376,25.0,84.6,0.0,50.6,1.5,53.4,492,21,2023-03-07,Prof. Meena,Easy,Good,40.83,Poor,Needs Attention,Average,Easy
